id,video_id,frame_id,sensor_z_score,sensor_min_max,predicted,ground_truth
0_2675,0,2675,-1.0813170675566173,0.013333333333333336,False,False
0_2700,0,2700,-1.0813170675566173,0.013333333333333336,False,False
0_2725,0,2725,-1.0813170675566173,0.013333333333333336,False,False
0_2750,0,2750,-0.9937692595422224,0.026666666666666672,False,False
0_2775,0,2775,-0.9062214515278275,0.04,False,False
0_2825,0,2825,-0.5560302194702479,0.09333333333333334,False,False
0_2850,0,2850,-0.9062214515278275,0.04,False,False
0_2875,0,2875,-0.8186736435134325,0.053333333333333344,False,False
0_2900,0,2900,-1.1688648755710123,0.0,False,False
0_2925,0,2925,-1.1688648755710123,0.0,False,False
0_3200,0,3200,-1.1688648755710123,0.0,False,False
0_3225,0,3225,-1.1688648755710123,0.0,False,False
0_3250,0,3250,-1.1688648755710123,0.0,False,False
0_3275,0,3275,-1.1688648755710123,0.0,False,False
0_3300,0,3300,-1.1688648755710123,0.0,False,False
0_3325,0,3325,-1.1688648755710123,0.0,False,False
0_3350,0,3350,-1.1688648755710123,0.0,False,False
0_3375,0,3375,-1.1688648755710123,0.0,True,False
0_3400,0,3400,-1.1688648755710123,0.0,True,False
0_3425,0,3425,-1.1688648755710123,0.0,True,True
0_3450,0,3450,-1.1688648755710123,0.0,True,True
0_3475,0,3475,-1.1688648755710123,0.0,True,True
0_3500,0,3500,-1.1688648755710123,0.0,False,True
0_3525,0,3525,-1.1688648755710123,0.0,False,True
0_3550,0,3550,-1.1688648755710123,0.0,False,True
0_3575,0,3575,-1.1688648755710123,0.0,False,True
0_3600,0,3600,-1.1688648755710123,0.0,False,False
0_3625,0,3625,-1.1688648755710123,0.0,False,False
0_3650,0,3650,-1.1688648755710123,0.0,False,False
0_3675,0,3675,-1.1688648755710123,0.0,False,False
0_3700,0,3700,-1.0813170675566173,0.013333333333333336,False,False
0_3725,0,3725,-1.0813170675566173,0.013333333333333336,False,False
0_3750,0,3750,-1.1688648755710123,0.0,False,False
0_3775,0,3775,-1.0813170675566173,0.013333333333333336,False,False
0_3800,0,3800,-1.0813170675566173,0.013333333333333336,False,False
0_3825,0,3825,-0.9937692595422224,0.026666666666666672,False,False
0_3850,0,3850,-1.0813170675566173,0.013333333333333336,False,False
0_3875,0,3875,-1.1688648755710123,0.0,False,False
0_3900,0,3900,-1.1688648755710123,0.0,False,False
0_3925,0,3925,-1.1688648755710123,0.0,False,False
0_3950,0,3950,-1.1688648755710123,0.0,False,False
0_3975,0,3975,-1.1688648755710123,0.0,False,True
0_4000,0,4000,-1.1688648755710123,0.0,False,True
0_4025,0,4025,-1.1688648755710123,0.0,False,True
0_4050,0,4050,-1.1688648755710123,0.0,False,True
0_4075,0,4075,-1.1688648755710123,0.0,False,True
0_4100,0,4100,-1.1688648755710123,0.0,False,True
0_4125,0,4125,-1.1688648755710123,0.0,False,True
0_4150,0,4150,-1.1688648755710123,0.0,False,True
0_4175,0,4175,-1.1688648755710123,0.0,False,True
0_4200,0,4200,-1.1688648755710123,0.0,False,True
0_4225,0,4225,-1.1688648755710123,0.0,True,True
0_4250,0,4250,-1.1688648755710123,0.0,False,True
0_4275,0,4275,-1.1688648755710123,0.0,False,True
0_4300,0,4300,-1.1688648755710123,0.0,False,True
1_3200,1,3200,-1.0813170675566173,0.013333333333333336,False,False
1_3225,1,3225,-1.0813170675566173,0.013333333333333336,False,False
1_3250,1,3250,-1.0813170675566173,0.013333333333333336,False,False
1_3275,1,3275,-1.0813170675566173,0.013333333333333336,False,False
1_3300,1,3300,-1.0813170675566173,0.013333333333333336,False,False
1_3325,1,3325,-1.0813170675566173,0.013333333333333336,False,False
1_3350,1,3350,-1.0813170675566173,0.013333333333333336,False,False
1_3375,1,3375,-1.0813170675566173,0.013333333333333336,False,False
1_3400,1,3400,-1.0813170675566173,0.013333333333333336,False,False
1_3425,1,3425,-1.0813170675566173,0.013333333333333336,False,False
1_3450,1,3450,-1.0813170675566173,0.013333333333333336,False,False
1_3475,1,3475,-1.0813170675566173,0.013333333333333336,False,False
1_3500,1,3500,-1.0813170675566173,0.013333333333333336,False,False
1_3525,1,3525,-1.0813170675566173,0.013333333333333336,True,False
1_5100,1,5100,-1.0813170675566173,0.013333333333333336,False,True
1_5125,1,5125,-1.0813170675566173,0.013333333333333336,False,True
1_5150,1,5150,-1.0813170675566173,0.013333333333333336,False,True
1_5175,1,5175,-1.0813170675566173,0.013333333333333336,False,True
1_5200,1,5200,-1.0813170675566173,0.013333333333333336,False,True
1_5225,1,5225,-1.0813170675566173,0.013333333333333336,False,True
1_5250,1,5250,-1.0813170675566173,0.013333333333333336,False,True
1_5275,1,5275,-1.0813170675566173,0.013333333333333336,False,False
1_5300,1,5300,-1.0813170675566173,0.013333333333333336,False,False
1_5325,1,5325,-1.0813170675566173,0.013333333333333336,False,False
1_5350,1,5350,-1.0813170675566173,0.013333333333333336,False,False
1_6400,1,6400,-1.0813170675566173,0.013333333333333336,False,True
1_6425,1,6425,-1.0813170675566173,0.013333333333333336,True,True
1_6450,1,6450,-1.0813170675566173,0.013333333333333336,False,True
1_6475,1,6475,-1.0813170675566173,0.013333333333333336,True,True
1_6500,1,6500,-1.0813170675566173,0.013333333333333336,False,True
1_6525,1,6525,-1.0813170675566173,0.013333333333333336,False,True
1_6550,1,6550,-1.0813170675566173,0.013333333333333336,False,True
1_6575,1,6575,-1.0813170675566173,0.013333333333333336,False,True
1_6625,1,6625,-1.0813170675566173,0.013333333333333336,False,True
1_6650,1,6650,-1.0813170675566173,0.013333333333333336,False,True
1_6675,1,6675,-1.0813170675566173,0.013333333333333336,False,True
1_6700,1,6700,-1.0813170675566173,0.013333333333333336,False,True
1_6725,1,6725,-1.0813170675566173,0.013333333333333336,False,True
1_6750,1,6750,-1.0813170675566173,0.013333333333333336,False,False
1_6775,1,6775,-1.0813170675566173,0.013333333333333336,False,False
1_6800,1,6800,-1.0813170675566173,0.013333333333333336,False,False
1_6825,1,6825,-1.0813170675566173,0.013333333333333336,False,False
1_6850,1,6850,-1.0813170675566173,0.013333333333333336,False,False
1_6875,1,6875,-1.0813170675566173,0.013333333333333336,False,False
1_6900,1,6900,-1.0813170675566173,0.013333333333333336,False,False
1_6925,1,6925,-1.0813170675566173,0.013333333333333336,False,False
1_6950,1,6950,-1.0813170675566173,0.013333333333333336,False,False
1_6975,1,6975,-1.0813170675566173,0.013333333333333336,False,False
1_7000,1,7000,-1.0813170675566173,0.013333333333333336,False,False
1_7025,1,7025,-1.0813170675566173,0.013333333333333336,False,False
1_7050,1,7050,-1.0813170675566173,0.013333333333333336,False,False
1_7075,1,7075,-1.0813170675566173,0.013333333333333336,True,True
1_7100,1,7100,-1.0813170675566173,0.013333333333333336,True,True
1_7125,1,7125,-1.0813170675566173,0.013333333333333336,True,True
1_7150,1,7150,-1.0813170675566173,0.013333333333333336,True,True
1_7175,1,7175,-1.0813170675566173,0.013333333333333336,True,True
1_7200,1,7200,-1.0813170675566173,0.013333333333333336,False,True
1_7225,1,7225,-1.0813170675566173,0.013333333333333336,False,True
1_7250,1,7250,-1.0813170675566173,0.013333333333333336,False,True
1_7275,1,7275,-1.0813170675566173,0.013333333333333336,False,True
1_7300,1,7300,-0.8186736435134325,0.053333333333333344,False,True
1_7325,1,7325,-0.8186736435134325,0.053333333333333344,False,True
1_7425,1,7425,-0.9937692595422224,0.026666666666666672,False,False
1_7450,1,7450,-1.0813170675566173,0.013333333333333336,False,False
1_7475,1,7475,-1.0813170675566173,0.013333333333333336,False,False
1_7500,1,7500,-1.0813170675566173,0.013333333333333336,False,False
1_7525,1,7525,-1.0813170675566173,0.013333333333333336,False,False
1_7550,1,7550,-1.0813170675566173,0.013333333333333336,False,False
1_7575,1,7575,-1.0813170675566173,0.013333333333333336,False,False
1_7600,1,7600,-1.0813170675566173,0.013333333333333336,False,False
1_7625,1,7625,-1.0813170675566173,0.013333333333333336,False,False
1_7650,1,7650,-1.0813170675566173,0.013333333333333336,False,False
1_7675,1,7675,-1.0813170675566173,0.013333333333333336,False,False
1_7700,1,7700,-1.0813170675566173,0.013333333333333336,True,False
1_7725,1,7725,-0.9937692595422224,0.026666666666666672,True,False
1_7750,1,7750,-0.8186736435134325,0.053333333333333344,True,False
1_7775,1,7775,-0.9937692595422224,0.026666666666666672,False,False
1_7800,1,7800,-1.0813170675566173,0.013333333333333336,False,False
1_7825,1,7825,-0.9937692595422224,0.026666666666666672,False,False
1_7850,1,7850,-0.9937692595422224,0.026666666666666672,False,True
1_7875,1,7875,-1.0813170675566173,0.013333333333333336,False,True
1_7900,1,7900,-1.0813170675566173,0.013333333333333336,False,True
1_7925,1,7925,-1.0813170675566173,0.013333333333333336,False,True
1_7975,1,7975,-0.9937692595422224,0.026666666666666672,False,False
1_8000,1,8000,-0.9937692595422224,0.026666666666666672,False,False
1_8025,1,8025,-0.9937692595422224,0.026666666666666672,False,False
1_8050,1,8050,-1.0813170675566173,0.013333333333333336,False,False
1_8075,1,8075,-1.0813170675566173,0.013333333333333336,False,False
1_8100,1,8100,-1.0813170675566173,0.013333333333333336,False,False
1_8150,1,8150,-1.0813170675566173,0.013333333333333336,False,False
1_8175,1,8175,-1.0813170675566173,0.013333333333333336,False,False
1_8200,1,8200,-1.0813170675566173,0.013333333333333336,False,False
1_8225,1,8225,-1.0813170675566173,0.013333333333333336,False,False
1_8250,1,8250,-1.0813170675566173,0.013333333333333336,False,False
1_8275,1,8275,-1.0813170675566173,0.013333333333333336,False,False
1_8300,1,8300,-1.0813170675566173,0.013333333333333336,False,False
1_8325,1,8325,-1.0813170675566173,0.013333333333333336,False,False
1_8350,1,8350,-1.0813170675566173,0.013333333333333336,False,False
1_8375,1,8375,-0.9937692595422224,0.026666666666666672,False,False
1_8400,1,8400,-0.9937692595422224,0.026666666666666672,False,False
1_8425,1,8425,-0.9937692595422224,0.026666666666666672,False,False
1_8450,1,8450,-0.9062214515278275,0.04,False,False
1_8475,1,8475,-0.8186736435134325,0.053333333333333344,False,False
1_8500,1,8500,-0.8186736435134325,0.053333333333333344,False,False
1_8525,1,8525,-0.6435780274846429,0.08,False,False
1_8550,1,8550,-0.5560302194702479,0.09333333333333334,False,False
1_8575,1,8575,-0.8186736435134325,0.053333333333333344,False,False
1_8600,1,8600,-0.9937692595422224,0.026666666666666672,False,False
1_8625,1,8625,-0.9062214515278275,0.04,False,False
1_8650,1,8650,-0.8186736435134325,0.053333333333333344,False,False
1_8675,1,8675,-0.9062214515278275,0.04,False,False
1_8700,1,8700,-0.6435780274846429,0.08,False,False
1_8725,1,8725,-1.0813170675566173,0.013333333333333336,False,False
1_8750,1,8750,-1.0813170675566173,0.013333333333333336,False,False
1_8775,1,8775,-1.0813170675566173,0.013333333333333336,False,False
1_8800,1,8800,-1.0813170675566173,0.013333333333333336,False,False
1_8825,1,8825,-1.0813170675566173,0.013333333333333336,False,False
1_8850,1,8850,-1.0813170675566173,0.013333333333333336,False,False
1_8875,1,8875,-1.0813170675566173,0.013333333333333336,False,False
1_8900,1,8900,-1.0813170675566173,0.013333333333333336,False,False
1_8925,1,8925,-1.0813170675566173,0.013333333333333336,False,False
1_8950,1,8950,-1.0813170675566173,0.013333333333333336,False,False
1_8975,1,8975,-1.0813170675566173,0.013333333333333336,False,False
1_9000,1,9000,-1.0813170675566173,0.013333333333333336,False,False
1_9025,1,9025,-1.0813170675566173,0.013333333333333336,False,False
1_9050,1,9050,-1.0813170675566173,0.013333333333333336,False,False
1_9075,1,9075,-1.0813170675566173,0.013333333333333336,False,False
1_9100,1,9100,-1.0813170675566173,0.013333333333333336,False,False
1_9125,1,9125,-1.0813170675566173,0.013333333333333336,False,False
1_9150,1,9150,-0.9937692595422224,0.026666666666666672,False,False
1_9175,1,9175,-0.9937692595422224,0.026666666666666672,False,False
1_9200,1,9200,-0.9937692595422224,0.026666666666666672,False,False
1_9225,1,9225,-1.0813170675566173,0.013333333333333336,False,False
1_9250,1,9250,-1.0813170675566173,0.013333333333333336,False,False
1_9275,1,9275,-1.0813170675566173,0.013333333333333336,False,False
1_9300,1,9300,-1.0813170675566173,0.013333333333333336,False,False
1_9325,1,9325,-1.0813170675566173,0.013333333333333336,False,False
1_9350,1,9350,-1.0813170675566173,0.013333333333333336,False,False
1_9375,1,9375,-1.0813170675566173,0.013333333333333336,False,False
1_9400,1,9400,-1.0813170675566173,0.013333333333333336,False,False
1_9425,1,9425,-1.0813170675566173,0.013333333333333336,False,False
1_9450,1,9450,-1.0813170675566173,0.013333333333333336,False,False
1_9475,1,9475,-1.0813170675566173,0.013333333333333336,False,False
1_9500,1,9500,-1.0813170675566173,0.013333333333333336,False,False
1_9525,1,9525,-1.0813170675566173,0.013333333333333336,False,False
1_9550,1,9550,-1.0813170675566173,0.013333333333333336,False,False
1_9575,1,9575,-1.0813170675566173,0.013333333333333336,True,True
1_9600,1,9600,-1.0813170675566173,0.013333333333333336,False,False
1_9625,1,9625,-1.0813170675566173,0.013333333333333336,True,False
1_9675,1,9675,-1.0813170675566173,0.013333333333333336,False,False
1_9700,1,9700,-0.9937692595422224,0.026666666666666672,False,True
1_9725,1,9725,-0.9937692595422224,0.026666666666666672,False,True
1_9750,1,9750,-0.9062214515278275,0.04,False,True
1_9775,1,9775,-0.8186736435134325,0.053333333333333344,False,True
1_9825,1,9825,-1.0813170675566173,0.013333333333333336,False,False
1_9850,1,9850,-1.0813170675566173,0.013333333333333336,False,False
1_9875,1,9875,-1.0813170675566173,0.013333333333333336,False,False
1_9900,1,9900,-1.0813170675566173,0.013333333333333336,False,False
1_9925,1,9925,-1.0813170675566173,0.013333333333333336,False,False
1_9950,1,9950,-1.0813170675566173,0.013333333333333336,False,False
1_9975,1,9975,-1.0813170675566173,0.013333333333333336,True,False
1_10000,1,10000,-1.0813170675566173,0.013333333333333336,True,False
1_10025,1,10025,-1.0813170675566173,0.013333333333333336,False,False
1_10050,1,10050,-1.0813170675566173,0.013333333333333336,False,False
1_10075,1,10075,-1.0813170675566173,0.013333333333333336,False,False
1_10100,1,10100,-1.0813170675566173,0.013333333333333336,False,False
1_10125,1,10125,-1.0813170675566173,0.013333333333333336,False,True
1_10150,1,10150,-1.0813170675566173,0.013333333333333336,True,True
1_10175,1,10175,-1.0813170675566173,0.013333333333333336,True,True
1_10250,1,10250,-1.0813170675566173,0.013333333333333336,False,False
1_10275,1,10275,-1.0813170675566173,0.013333333333333336,False,False
1_10300,1,10300,-1.0813170675566173,0.013333333333333336,False,True
1_10325,1,10325,-1.0813170675566173,0.013333333333333336,False,True
1_10350,1,10350,-1.0813170675566173,0.013333333333333336,False,True
1_10375,1,10375,-1.0813170675566173,0.013333333333333336,False,True
1_10450,1,10450,-1.0813170675566173,0.013333333333333336,False,False
1_10475,1,10475,-1.0813170675566173,0.013333333333333336,False,False
1_10500,1,10500,-1.0813170675566173,0.013333333333333336,False,False
1_10525,1,10525,-1.0813170675566173,0.013333333333333336,False,False
1_10550,1,10550,-1.0813170675566173,0.013333333333333336,False,False
1_10575,1,10575,-1.0813170675566173,0.013333333333333336,False,False
1_10600,1,10600,-1.0813170675566173,0.013333333333333336,False,False
1_10625,1,10625,-1.0813170675566173,0.013333333333333336,False,False
1_10650,1,10650,-1.0813170675566173,0.013333333333333336,True,True
1_10675,1,10675,-1.0813170675566173,0.013333333333333336,False,True
1_10700,1,10700,-1.0813170675566173,0.013333333333333336,True,True
1_10725,1,10725,-1.0813170675566173,0.013333333333333336,True,True
1_10750,1,10750,-1.0813170675566173,0.013333333333333336,False,True
1_10775,1,10775,-1.0813170675566173,0.013333333333333336,True,True
1_10800,1,10800,-1.0813170675566173,0.013333333333333336,False,True
1_10825,1,10825,-1.0813170675566173,0.013333333333333336,False,True
1_10850,1,10850,-1.0813170675566173,0.013333333333333336,False,True
1_10875,1,10875,-1.0813170675566173,0.013333333333333336,False,True
1_10900,1,10900,-1.0813170675566173,0.013333333333333336,False,True
1_10925,1,10925,-1.0813170675566173,0.013333333333333336,False,True
1_10950,1,10950,-1.0813170675566173,0.013333333333333336,False,True
1_10975,1,10975,-1.0813170675566173,0.013333333333333336,False,True
1_11000,1,11000,-1.0813170675566173,0.013333333333333336,False,False
1_11025,1,11025,-1.0813170675566173,0.013333333333333336,False,False
1_11050,1,11050,-1.0813170675566173,0.013333333333333336,False,False
1_11075,1,11075,-1.0813170675566173,0.013333333333333336,False,False
1_11100,1,11100,-1.0813170675566173,0.013333333333333336,False,False
1_11125,1,11125,-1.0813170675566173,0.013333333333333336,False,False
1_11150,1,11150,-1.0813170675566173,0.013333333333333336,False,False
1_11200,1,11200,-1.0813170675566173,0.013333333333333336,False,False
1_11225,1,11225,-1.0813170675566173,0.013333333333333336,False,False
1_11250,1,11250,-1.0813170675566173,0.013333333333333336,False,False
1_11275,1,11275,-1.0813170675566173,0.013333333333333336,False,False
1_11300,1,11300,-1.0813170675566173,0.013333333333333336,True,False
1_11325,1,11325,-1.0813170675566173,0.013333333333333336,True,False
1_11350,1,11350,-1.0813170675566173,0.013333333333333336,True,False
1_11375,1,11375,-1.0813170675566173,0.013333333333333336,True,False
1_11400,1,11400,-1.0813170675566173,0.013333333333333336,False,False
1_11425,1,11425,-1.0813170675566173,0.013333333333333336,False,False
1_11450,1,11450,-1.0813170675566173,0.013333333333333336,False,False
1_11475,1,11475,-1.0813170675566173,0.013333333333333336,False,True
1_11500,1,11500,-1.0813170675566173,0.013333333333333336,False,True
1_11525,1,11525,-1.0813170675566173,0.013333333333333336,False,True
1_11550,1,11550,-1.0813170675566173,0.013333333333333336,False,True
1_11575,1,11575,-1.0813170675566173,0.013333333333333336,False,False
1_11600,1,11600,-1.0813170675566173,0.013333333333333336,False,False
1_11625,1,11625,-1.0813170675566173,0.013333333333333336,False,False
1_11650,1,11650,-1.0813170675566173,0.013333333333333336,False,False
1_11675,1,11675,-1.0813170675566173,0.013333333333333336,False,False
1_11700,1,11700,-1.0813170675566173,0.013333333333333336,False,False
1_11725,1,11725,-1.0813170675566173,0.013333333333333336,False,False
1_11750,1,11750,-1.0813170675566173,0.013333333333333336,False,False
1_15775,1,15775,-1.0813170675566173,0.013333333333333336,False,False
1_15800,1,15800,-1.0813170675566173,0.013333333333333336,False,False
1_15825,1,15825,-0.9937692595422224,0.026666666666666672,False,False
1_15850,1,15850,-0.9937692595422224,0.026666666666666672,False,False
1_15875,1,15875,-0.9937692595422224,0.026666666666666672,False,False
1_15900,1,15900,-0.7311258354990376,0.06666666666666667,False,False
1_15925,1,15925,-0.6435780274846429,0.08,False,False
1_15950,1,15950,-1.0813170675566173,0.013333333333333336,False,False
1_15975,1,15975,-1.0813170675566173,0.013333333333333336,False,False
1_16000,1,16000,-1.0813170675566173,0.013333333333333336,False,False
1_16025,1,16025,-1.0813170675566173,0.013333333333333336,False,False
1_16050,1,16050,-1.0813170675566173,0.013333333333333336,False,False
1_16075,1,16075,-1.0813170675566173,0.013333333333333336,False,False
1_16100,1,16100,-1.0813170675566173,0.013333333333333336,False,False
1_16125,1,16125,-1.0813170675566173,0.013333333333333336,False,False
1_16150,1,16150,-1.0813170675566173,0.013333333333333336,False,False
1_16175,1,16175,-1.0813170675566173,0.013333333333333336,False,False
1_16200,1,16200,-1.0813170675566173,0.013333333333333336,False,False
1_16225,1,16225,-1.0813170675566173,0.013333333333333336,False,False
1_16250,1,16250,-1.0813170675566173,0.013333333333333336,False,False
1_16275,1,16275,-1.0813170675566173,0.013333333333333336,False,False
1_16300,1,16300,-1.0813170675566173,0.013333333333333336,False,False
1_16325,1,16325,-1.0813170675566173,0.013333333333333336,False,False
1_16350,1,16350,-1.0813170675566173,0.013333333333333336,False,False
1_16375,1,16375,-1.0813170675566173,0.013333333333333336,False,False
1_16400,1,16400,-1.0813170675566173,0.013333333333333336,False,False
1_16425,1,16425,-1.0813170675566173,0.013333333333333336,False,False
1_16450,1,16450,-1.0813170675566173,0.013333333333333336,False,False
1_16475,1,16475,-1.0813170675566173,0.013333333333333336,False,False
1_16500,1,16500,-1.0813170675566173,0.013333333333333336,False,False
1_16525,1,16525,-1.0813170675566173,0.013333333333333336,False,False
1_16550,1,16550,-1.0813170675566173,0.013333333333333336,False,False
1_16575,1,16575,-1.0813170675566173,0.013333333333333336,False,False
1_16600,1,16600,-1.0813170675566173,0.013333333333333336,False,False
1_16625,1,16625,-1.0813170675566173,0.013333333333333336,False,False
1_16650,1,16650,-1.0813170675566173,0.013333333333333336,False,False
1_16675,1,16675,-1.0813170675566173,0.013333333333333336,False,False
1_16700,1,16700,-1.0813170675566173,0.013333333333333336,False,False
1_16725,1,16725,-1.0813170675566173,0.013333333333333336,False,False
1_16750,1,16750,-1.0813170675566173,0.013333333333333336,False,False
1_16775,1,16775,-1.0813170675566173,0.013333333333333336,False,False
1_16800,1,16800,-1.0813170675566173,0.013333333333333336,False,False
1_16825,1,16825,-1.0813170675566173,0.013333333333333336,False,False
1_16850,1,16850,-0.9937692595422224,0.026666666666666672,False,False
1_16875,1,16875,1.1949259408176498,0.36000000000000004,True,False
1_16900,1,16900,0.40699566868809584,0.24,True,False
1_16925,1,16925,-1.0813170675566173,0.013333333333333336,True,False
1_16950,1,16950,-1.0813170675566173,0.013333333333333336,True,False
1_16975,1,16975,-1.0813170675566173,0.013333333333333336,False,False
1_17000,1,17000,-1.0813170675566173,0.013333333333333336,False,False
1_17025,1,17025,-1.0813170675566173,0.013333333333333336,False,False
1_17050,1,17050,-1.0813170675566173,0.013333333333333336,False,True
1_17075,1,17075,-1.0813170675566173,0.013333333333333336,False,True
1_17100,1,17100,-1.0813170675566173,0.013333333333333336,False,True
1_17125,1,17125,-1.0813170675566173,0.013333333333333336,False,True
1_17150,1,17150,-1.0813170675566173,0.013333333333333336,False,False
1_17175,1,17175,-1.0813170675566173,0.013333333333333336,False,False
1_17200,1,17200,-1.0813170675566173,0.013333333333333336,False,False
1_17225,1,17225,-1.0813170675566173,0.013333333333333336,False,False
1_17250,1,17250,-1.0813170675566173,0.013333333333333336,False,False
1_17325,1,17325,-1.0813170675566173,0.013333333333333336,False,False
1_17350,1,17350,-1.0813170675566173,0.013333333333333336,False,False
1_17375,1,17375,-1.0813170675566173,0.013333333333333336,False,False
1_17400,1,17400,-1.0813170675566173,0.013333333333333336,False,False
1_17425,1,17425,-1.0813170675566173,0.013333333333333336,False,False
1_17450,1,17450,-1.0813170675566173,0.013333333333333336,False,False
1_17475,1,17475,-1.0813170675566173,0.013333333333333336,False,False
1_17500,1,17500,-1.0813170675566173,0.013333333333333336,False,False
1_17525,1,17525,-1.0813170675566173,0.013333333333333336,False,False
1_17550,1,17550,-1.0813170675566173,0.013333333333333336,False,False
1_17575,1,17575,-1.0813170675566173,0.013333333333333336,True,False
1_17600,1,17600,-1.0813170675566173,0.013333333333333336,False,False
1_17625,1,17625,-1.0813170675566173,0.013333333333333336,False,False
1_17650,1,17650,-1.0813170675566173,0.013333333333333336,False,False
1_17675,1,17675,-1.0813170675566173,0.013333333333333336,False,False
1_17700,1,17700,-1.0813170675566173,0.013333333333333336,False,False
1_17725,1,17725,-1.0813170675566173,0.013333333333333336,False,False
1_17750,1,17750,-1.0813170675566173,0.013333333333333336,False,True
1_17775,1,17775,-1.0813170675566173,0.013333333333333336,False,True
1_17800,1,17800,-1.0813170675566173,0.013333333333333336,False,True
1_17825,1,17825,-1.0813170675566173,0.013333333333333336,False,True
1_17850,1,17850,-1.0813170675566173,0.013333333333333336,False,True
1_17875,1,17875,-1.0813170675566173,0.013333333333333336,False,True
1_17900,1,17900,-1.0813170675566173,0.013333333333333336,False,True
1_17925,1,17925,-1.0813170675566173,0.013333333333333336,False,True
1_17950,1,17950,-1.0813170675566173,0.013333333333333336,False,True
1_17975,1,17975,-1.0813170675566173,0.013333333333333336,False,True
1_18000,1,18000,-0.9937692595422224,0.026666666666666672,False,False
1_18025,1,18025,-0.9937692595422224,0.026666666666666672,False,False
1_18050,1,18050,-0.9937692595422224,0.026666666666666672,False,True
1_18075,1,18075,-1.0813170675566173,0.013333333333333336,False,True
1_18100,1,18100,-1.0813170675566173,0.013333333333333336,False,True
1_18125,1,18125,-1.0813170675566173,0.013333333333333336,False,True
1_18150,1,18150,-1.0813170675566173,0.013333333333333336,False,True
1_18175,1,18175,-1.0813170675566173,0.013333333333333336,False,True
1_18200,1,18200,-1.0813170675566173,0.013333333333333336,False,True
1_18225,1,18225,-1.0813170675566173,0.013333333333333336,False,False
1_18250,1,18250,-1.0813170675566173,0.013333333333333336,False,False
1_18275,1,18275,-1.0813170675566173,0.013333333333333336,False,False
1_18300,1,18300,-1.0813170675566173,0.013333333333333336,False,False
1_18325,1,18325,-1.0813170675566173,0.013333333333333336,False,False
1_18350,1,18350,-1.0813170675566173,0.013333333333333336,False,False
1_18375,1,18375,-1.0813170675566173,0.013333333333333336,False,False
1_18400,1,18400,-1.0813170675566173,0.013333333333333336,False,False
1_18425,1,18425,-1.0813170675566173,0.013333333333333336,False,False
1_18450,1,18450,-1.0813170675566173,0.013333333333333336,False,False
